指標名稱,年度季別,分區業務組,縣市別,醫事機構代碼,醫事機構名稱,院所指標值,所屬分區業務組指標值,全國指標值
就診後同日於同醫院因同疾病再次就診率,100Q1,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0109,0.00800,0.00820
就診後同日於同醫院因同疾病再次就診率,100Q2,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0118,0.00880,0.00870
就診後同日於同醫院因同疾病再次就診率,105Q4,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0140,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0131,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0139,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0145,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0138,0.00910,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0149,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0149,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0130,0.00900,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q2,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0148,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0130,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0136,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0142,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0134,0.01030,0.00970
就診後同日於同醫院因同疾病再次就診率,101Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0129,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0131,0.00940,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q4,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0143,0.00980,0.00940
就診後同日於同醫院因同疾病再次就診率,100Q4,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0126,0.00910,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0134,0.00890,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0132,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q2,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0133,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0115,0.00880,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0146,0.01010,0.00970
就診後同日於同醫院因同疾病再次就診率,106Q3,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0134,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0142,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,南區業務組,雲林縣西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,0.0134,0.00950,0.00940
就診後同日於同醫院因同疾病再次就診率,103Q1,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0072,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q1,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0059,0.00800,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q2,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0077,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0055,0.00880,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0080,0.01010,0.00970
就診後同日於同醫院因同疾病再次就診率,100Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0077,0.00880,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q4,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0052,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0069,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,104Q4,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0057,0.00910,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q1,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0068,0.00900,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0063,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0061,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,高屏業務組,高雄市新興區,1502060041,靜和醫院,0.0006,0.00660,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q3,高屏業務組,高雄市新興區,1502060041,靜和醫院,0.0000,0.00800,0.00970
就診後同日於同醫院因同疾病再次就診率,100Q3,高屏業務組,高雄市新興區,1502060041,靜和醫院,0.0000,0.00670,0.00880
就診後同日於同醫院因同疾病再次就診率,106Q3,高屏業務組,高雄市新興區,1502060041,靜和醫院,0.0000,0.00840,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,高屏業務組,高雄市新興區,1502060041,靜和醫院,0.0003,0.00810,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q2,高屏業務組,高雄市新興區,1502060041,靜和醫院,0.0000,0.00830,0.00950
就診後同日於同醫院因同疾病再次就診率,102Q4,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0138,0.00760,0.00960
就診後同日於同醫院因同疾病再次就診率,103Q1,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0110,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q1,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0013,0.00610,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q2,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0128,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0016,0.00660,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0152,0.00800,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0132,0.00810,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0140,0.00770,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0162,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0162,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0165,0.00700,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0161,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0167,0.00800,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q4,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0124,0.00780,0.00940
就診後同日於同醫院因同疾病再次就診率,104Q1,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0120,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0088,0.00690,0.00920
就診後同日於同醫院因同疾病再次就診率,102Q2,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0119,0.00710,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q2,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0119,0.00790,0.00970
就診後同日於同醫院因同疾病再次就診率,104Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0157,0.00790,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0009,0.00670,0.00880
就診後同日於同醫院因同疾病再次就診率,100Q4,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0029,0.00670,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0034,0.00650,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0034,0.00710,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0025,0.00660,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0124,0.00700,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q2,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0140,0.00830,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0152,0.00810,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q3,高屏業務組,高雄市新興區,1502060149,惠仁醫院,0.0172,0.00840,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00790,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00670,0.00880
就診後同日於同醫院因同疾病再次就診率,100Q4,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00670,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00650,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00710,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00660,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00700,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00760,0.00960
就診後同日於同醫院因同疾病再次就診率,103Q1,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,105Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0061,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0062,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0062,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0051,0.01030,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0061,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0068,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0069,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q4,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0080,0.00910,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0075,0.00890,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0076,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0072,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0065,0.00980,0.00940
就診後同日於同醫院因同疾病再次就診率,101Q4,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0063,0.00940,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q1,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0053,0.00950,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q2,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0051,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,南區業務組,雲林縣麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,0.0054,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0213,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0208,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0219,0.00950,0.00940
就診後同日於同醫院因同疾病再次就診率,103Q1,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0252,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q2,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0257,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,103Q3,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0252,0.01010,0.00970
就診後同日於同醫院因同疾病再次就診率,103Q4,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0241,0.00980,0.00940
就診後同日於同醫院因同疾病再次就診率,104Q1,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0257,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q2,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0256,0.01030,0.00970
就診後同日於同醫院因同疾病再次就診率,104Q3,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0250,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0242,0.00910,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q1,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0192,0.00900,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0222,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0217,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q4,南區業務組,嘉義縣大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,0.0224,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q1,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0017,0.00610,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q1,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0020,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0012,0.00660,0.00870
就診後同日於同醫院因同疾病再次就診率,105Q4,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0016,0.00810,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q2,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0012,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0016,0.00760,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q3,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0014,0.00800,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0017,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0017,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0016,0.00700,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q2,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0016,0.00710,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0016,0.00790,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q1,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00610,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q2,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00660,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00800,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00810,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00770,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00700,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00800,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q4,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00780,0.00940
就診後同日於同醫院因同疾病再次就診率,104Q1,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00690,0.00920
就診後同日於同醫院因同疾病再次就診率,102Q2,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00710,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q2,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00790,0.00970
就診後同日於同醫院因同疾病再次就診率,106Q3,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00840,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00810,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q2,高屏業務組,高雄市前金區,1502070029,重仁骨科醫院,0.0000,0.00830,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0009,0.00810,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q3,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0014,0.00840,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0014,0.00830,0.00950
就診後同日於同醫院因同疾病再次就診率,102Q4,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0016,0.00760,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q1,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0015,0.00610,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q1,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0022,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0017,0.00660,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0014,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,103Q3,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0019,0.00800,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0010,0.00810,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0013,0.00770,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0014,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0014,0.00750,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0016,0.00700,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0020,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0018,0.00800,0.00930
就診後同日於同醫院因同疾病再次就診率,101Q4,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0012,0.00700,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0014,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0011,0.00690,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0017,0.00790,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0022,0.00710,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0011,0.00790,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q3,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0017,0.00670,0.00880
就診後同日於同醫院因同疾病再次就診率,100Q4,高屏業務組,高雄市苓雅區,1502081175,邱外科醫院,0.0017,0.00670,0.00880
就診後同日於同醫院因同疾病再次就診率,104Q4,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0018,0.00770,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0015,0.00750,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0016,0.00690,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0012,0.00790,0.00970
就診後同日於同醫院因同疾病再次就診率,101Q3,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0013,0.00660,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,高屏業務組,高雄市(原縣)鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,0.0014,0.00780,0.00940
